category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Analyzes, designs, and plans structural components and systems to ensure they can withstand loads and forces'?",Revit,Hydrologist,SAP2000,Structural Engineer,3
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Investigates soil and rock behavior to design foundations, retaining walls, and earthworks'?",SAP2000,Hydrologist,Geotechnical Engineer,Revit,2
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Plans, designs, and operates facilities for any mode of transportation to provide safe and efficient movement of people and goods'?",SAP2000,Transportation Engineer,Hydrologist,Revit,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Oversees day-to-day construction site operations, ensuring work is done safely, on time, and to specifications'?",Hydrologist,SAP2000,Revit,Site Engineer / Manager,3
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A design and documentation software tailored for civil engineering, drafting, and surveying'?",Revit,AutoCAD Civil 3D,Hydrologist,SAP2000,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A powerful project management software used for planning, scheduling, and controlling large-scale projects'?",SAP2000,Primavera P6,Revit,Hydrologist,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A highly collaborative process that allows multiple stakeholders to design, construct, and operate a building using 3D models'?",Hydrologist,Revit,SAP2000,BIM (Building Information Modeling),3
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A specialized engineering software highly utilized for the analysis and design of multi-story buildings'?",Hydrologist,Revit,ETABS,SAP2000,2
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A credential demonstrating a high standard of competence, often required to sign and seal engineering drawings'?",SAP2000,Professional Engineer (PE) License,Revit,Hydrologist,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A globally recognized symbol of sustainability achievement and leadership in green building'?",LEED Certification,Revit,Hydrologist,SAP2000,0
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Structural Engineer'?","Analyzes, designs, and plans structural components and systems to ensure they can withstand loads and forces",Manages the financial payroll of a construction company,Designs heating and cooling systems for buildings,Focuses primarily on soil properties and rock mechanics,0
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Geotechnical Engineer'?",Programs civil engineering software,Designs the layout of highway intersections,"Investigates soil and rock behavior to design foundations, retaining walls, and earthworks",Creates architectural 3D renderings,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Transportation Engineer'?",Analyzes the chemical composition of drinking water,Designs the electrical wiring for smart buildings,"Plans, designs, and operates facilities for any mode of transportation to provide safe and efficient movement of people and goods",Supervises masonry workers on site,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Site Engineer / Manager'?",Writes the environmental impact statement only,Focuses exclusively on structural math calculations in an office,"Oversees day-to-day construction site operations, ensuring work is done safely, on time, and to specifications",Designs the aesthetic facade of a building,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'AutoCAD Civil 3D'?",A database management system for HR,A word processing tool for structural reports,"A design and documentation software tailored for civil engineering, drafting, and surveying",An accounting software for construction budgets,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Primavera P6'?",A structural finite element analysis software,A software for designing reinforced concrete beams,"A powerful project management software used for planning, scheduling, and controlling large-scale projects",A tool for rendering 3D video animations,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'BIM (Building Information Modeling)'?",A specialized concrete mixing technique,"A highly collaborative process that allows multiple stakeholders to design, construct, and operate a building using 3D models",A type of physical scaffolding used on sites,A safety certification for crane operators,1
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'ETABS'?",An application for drafting 2D mechanical parts,A specialized engineering software highly utilized for the analysis and design of multi-story buildings,A scheduling tool for construction laborers,A tool for mapping geographic information systems (GIS),1
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Professional Engineer (PE) License'?",A certificate of attendance for a safety seminar,"A credential demonstrating a high standard of competence, often required to sign and seal engineering drawings",A driver's license for heavy construction equipment,An academic degree equivalent to a PhD,1
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'LEED Certification'?",A standard for structural steel quality,A safety protocol for working at heights,A globally recognized symbol of sustainability achievement and leadership in green building,A local building permit for residential homes,2
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Analyzes, designs, and plans structural components and systems to ensure they can withstand loads and forces'?",SAP2000,Structural Engineer,Revit,Hydrologist,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Investigates soil and rock behavior to design foundations, retaining walls, and earthworks'?",Geotechnical Engineer,Revit,SAP2000,Hydrologist,0
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Plans, designs, and operates facilities for any mode of transportation to provide safe and efficient movement of people and goods'?",Hydrologist,Revit,Transportation Engineer,SAP2000,2
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'Oversees day-to-day construction site operations, ensuring work is done safely, on time, and to specifications'?",SAP2000,Hydrologist,Revit,Site Engineer / Manager,3
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A design and documentation software tailored for civil engineering, drafting, and surveying'?",AutoCAD Civil 3D,Revit,Hydrologist,SAP2000,0
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A powerful project management software used for planning, scheduling, and controlling large-scale projects'?",Primavera P6,SAP2000,Hydrologist,Revit,0
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A highly collaborative process that allows multiple stakeholders to design, construct, and operate a building using 3D models'?",Revit,BIM (Building Information Modeling),Hydrologist,SAP2000,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A specialized engineering software highly utilized for the analysis and design of multi-story buildings'?",Hydrologist,ETABS,Revit,SAP2000,1
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A credential demonstrating a high standard of competence, often required to sign and seal engineering drawings'?",Professional Engineer (PE) License,SAP2000,Hydrologist,Revit,0
Career Questions,CE,"Which civil engineering role, tool, or certification is best described as: 'A globally recognized symbol of sustainability achievement and leadership in green building'?",LEED Certification,Revit,Hydrologist,SAP2000,0
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Structural Engineer'?",Focuses primarily on soil properties and rock mechanics,Manages the financial payroll of a construction company,"Analyzes, designs, and plans structural components and systems to ensure they can withstand loads and forces",Designs heating and cooling systems for buildings,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Geotechnical Engineer'?",Programs civil engineering software,"Investigates soil and rock behavior to design foundations, retaining walls, and earthworks",Creates architectural 3D renderings,Designs the layout of highway intersections,1
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Transportation Engineer'?",Supervises masonry workers on site,Designs the electrical wiring for smart buildings,Analyzes the chemical composition of drinking water,"Plans, designs, and operates facilities for any mode of transportation to provide safe and efficient movement of people and goods",3
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Site Engineer / Manager'?","Oversees day-to-day construction site operations, ensuring work is done safely, on time, and to specifications",Writes the environmental impact statement only,Designs the aesthetic facade of a building,Focuses exclusively on structural math calculations in an office,0
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'AutoCAD Civil 3D'?",An accounting software for construction budgets,A database management system for HR,"A design and documentation software tailored for civil engineering, drafting, and surveying",A word processing tool for structural reports,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Primavera P6'?","A powerful project management software used for planning, scheduling, and controlling large-scale projects",A tool for rendering 3D video animations,A structural finite element analysis software,A software for designing reinforced concrete beams,0
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'BIM (Building Information Modeling)'?",A safety certification for crane operators,A specialized concrete mixing technique,A type of physical scaffolding used on sites,"A highly collaborative process that allows multiple stakeholders to design, construct, and operate a building using 3D models",3
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'ETABS'?",A tool for mapping geographic information systems (GIS),A scheduling tool for construction laborers,A specialized engineering software highly utilized for the analysis and design of multi-story buildings,An application for drafting 2D mechanical parts,2
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'Professional Engineer (PE) License'?",A certificate of attendance for a safety seminar,"A credential demonstrating a high standard of competence, often required to sign and seal engineering drawings",A driver's license for heavy construction equipment,An academic degree equivalent to a PhD,1
Career Questions,CE,"In the Civil Engineering industry, what is the primary role, purpose, or definition of 'LEED Certification'?",A local building permit for residential homes,A safety protocol for working at heights,A standard for structural steel quality,A globally recognized symbol of sustainability achievement and leadership in green building,3
