category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Docker'?",A database management system,A protocol for routing network traffic,A web browser,"A platform designed to help developers build, share, and run modern applications using containers",3
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Kubernetes'?","An open-source system for automating deployment, scaling, and management of containerized applications",A programming language for artificial intelligence,A type of physical server,A hardware firewall,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Agile Methodology'?",A financial accounting standard,A method for assembling physical computer parts,"A software development approach that focuses on iterative development, team collaboration, and customer feedback","A strict, linear process with no revisions allowed",2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Scrum'?",A security encryption standard,A programming concept for loops,"An agile framework that helps teams work together, typically using short iterations called sprints",A type of database index,2
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Designs, develops, and tests software applications and systems'?",Cybersecurity Expert,Database Administrator,Systems Analyst,Software Engineer,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Analyzes and interprets complex digital data to help organizations make decisions'?",Database Administrator,Systems Analyst,Cybersecurity Expert,Data Scientist,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Bridges the gap between software development and IT operations to improve deployment and reliability'?",Cybersecurity Expert,Database Administrator,DevOps Engineer,Systems Analyst,2
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Focuses on the user interface and user experience of a website or application (HTML/CSS/JS)'?",Cybersecurity Expert,Frontend Developer,Systems Analyst,Database Administrator,1
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Works on server-side logic, databases, and APIs to power the frontend'?",Backend Developer,Cybersecurity Expert,Database Administrator,Systems Analyst,0
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A distributed version control system for tracking changes in source code'?",Systems Analyst,Database Administrator,Cybersecurity Expert,Git,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A platform designed to help developers build, share, and run modern applications using containers'?",Database Administrator,Docker,Cybersecurity Expert,Systems Analyst,1
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'An open-source system for automating deployment, scaling, and management of containerized applications'?",Cybersecurity Expert,Database Administrator,Kubernetes,Systems Analyst,2
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A software development approach that focuses on iterative development, team collaboration, and customer feedback'?",Agile Methodology,Cybersecurity Expert,Database Administrator,Systems Analyst,0
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'An agile framework that helps teams work together, typically using short iterations called sprints'?",Database Administrator,Cybersecurity Expert,Scrum,Systems Analyst,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Software Engineer'?","Designs, develops, and tests software applications and systems",Sells software to clients,Manages the company's financial records,Repairs physical computer hardware,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Data Scientist'?",Writes operating system kernels,Designs user interfaces for web applications,Configures network routers,Analyzes and interprets complex digital data to help organizations make decisions,3
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'DevOps Engineer'?",Builds physical server racks,Bridges the gap between software development and IT operations to improve deployment and reliability,Focuses entirely on graphic design,Manages human resource databases,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Frontend Developer'?",Optimizes search engine ranking,Secures the network against hackers,Focuses on the user interface and user experience of a website or application (HTML/CSS/JS),Manages the server and database infrastructure,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Backend Developer'?",Designs the layout of a website,Analyzes consumer market trends,Creates marketing campaigns,"Works on server-side logic, databases, and APIs to power the frontend",3
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Git'?",A programming language used for data analysis,A distributed version control system for tracking changes in source code,A hardware component for storing memory,An operating system,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Docker'?",A protocol for routing network traffic,A web browser,"A platform designed to help developers build, share, and run modern applications using containers",A database management system,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Kubernetes'?","An open-source system for automating deployment, scaling, and management of containerized applications",A type of physical server,A hardware firewall,A programming language for artificial intelligence,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Agile Methodology'?",A method for assembling physical computer parts,"A software development approach that focuses on iterative development, team collaboration, and customer feedback",A financial accounting standard,"A strict, linear process with no revisions allowed",1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Scrum'?","An agile framework that helps teams work together, typically using short iterations called sprints",A security encryption standard,A type of database index,A programming concept for loops,0
