category,department,text,option1,option2,option3,option4,correct_answer_index
IQ Games,Pharmacy,"Phenytoin shows Michaelis-Menten (zero-order) kinetics at high doses. If doubling dose from 300 to 600 mg causes level to jump from 15 to 40 mg/L (not double), this demonstrates?",Linear pharmacokinetics,Saturation of metabolic enzymes causing disproportionate rise,Enhanced absorption,Protein binding displacement,1
IQ Games,Pharmacy,A pharmacist must prepare 500 mL of 0.9% NaCl from 23.4% NaCl stock. Volume of stock needed = ?,(0.9 × 500)/23.4 = ~19.2 mL,"(23.4 × 500)/0.9 = ~13,000 mL",9 mL,46 mL,0
IQ Games,Pharmacy,"Drug X has Vd = 200L, Cl = 40 L/hr. At steady state with 200 mg/hr infusion, Css = Infusion rate/Cl = ?",2 mg/L,5 mg/L,8 mg/L,10 mg/L,1
IQ Games,Pharmacy,A patient develops torsades de pointes. Which drug combination most likely caused it?,Penicillin + amoxicillin,Metronidazole + erythromycin (both prolong QT interval),Paracetamol + ibuprofen,Metformin + insulin,1
IQ Games,Pharmacy,"Using Henderson-Hasselbalch: pKa of aspirin = 3.5. At gastric pH 1.5, ratio of unionized/ionized = 10^(pKa-pH) = 10^2 = 100. This means?",Aspirin is mostly ionized in stomach,100 parts unionized for every 1 ionized — aspirin is mostly un-ionized and well absorbed in stomach,Equal ionization,Cannot be determined,1
IQ Games,Pharmacy,"A child weighs 22 kg. Using Clark's formula (child dose = adult dose × weight/70), if adult dose is 500 mg, child dose ≈ ?",100 mg,157 mg,200 mg,220 mg,1
Career Questions,Pharmacy,"A pharmacist discovers that a commonly dispensed drug batch has been recalled due to contamination, but management instructs them to continue dispensing to avoid financial loss. The pharmacist's legal and ethical obligation is?",Follow management to avoid conflict,"Immediately quarantine the batch, notify patients, and report to DRAP regardless of management pressure",Dispense remaining stock only,Wait for official written notice,1
Career Questions,Pharmacy,Which pharmacoeconomic analysis compares interventions with different outcomes by converting outcomes to a common unit (quality-adjusted life years)?,Cost-minimization analysis,Cost-benefit analysis,Cost-effectiveness analysis,Cost-utility analysis,3
Career Questions,Pharmacy,"A clinical pharmacist identifies that a patient's HbA1c has not improved despite metformin therapy. Applying the pharmacist prescribing competency framework, the most appropriate action is?",Continue same therapy,"Conduct comprehensive medication review, assess adherence, and recommend therapy intensification with prescriber",Reduce metformin dose,Switch to insulin immediately,1
Career Questions,Pharmacy,"Under DRAP regulations in Pakistan, which offense carries the strictest penalty for a pharmacist?",Minor labeling error,Manufacturing/selling counterfeit or substandard medicines that cause patient harm,Late license renewal,Minor record-keeping error,1
Career Questions,Pharmacy,"A pharmaceutical company funds a pharmacist's research. According to research ethics and conflict of interest guidelines, the pharmacist must?",Keep funding source private,Declare the conflict of interest in all publications and ensure research integrity is maintained,Refuse publication,Promote company products in findings,1
Career Questions,Pharmacy,"In a resource-limited hospital setting, two critically ill patients need the same last unit of a life-saving drug. Which ethical framework best guides this allocation decision?",Give to the patient who arrived first,"Apply utilitarian and equity principles: assess clinical benefit, prognosis, and fair process with ethics committee involvement",Give to the younger patient,Let the doctors decide alone without a framework,1
