category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Networking'?",Installing physical cables between computers,Publishing an anonymous blog post,Working strictly in isolation,The exchange of information and ideas among people with a common profession or special interest,3
Career Questions,BSH,"Which career role or professional skill is best described as: 'Creates instructional manuals, how-to guides, and articles to communicate complex information clearly'?",Agile Coach,Project Management,Data Analyst,Technical Writer,3
Career Questions,BSH,Which career role or professional skill is best described as: 'Creates and maintains a favorable public image for the organization they represent'?,Agile Coach,Public Relations (PR) Specialist,Data Analyst,Project Management,1
Career Questions,BSH,Which career role or professional skill is best described as: 'Educates employees and helps them develop specific skills required for their roles'?,Corporate Trainer,Project Management,Agile Coach,Data Analyst,0
Career Questions,BSH,Which career role or professional skill is best described as: 'Plans and carries out experiments and investigations to broaden scientific knowledge'?,Agile Coach,Project Management,Research Scientist,Data Analyst,2
Career Questions,BSH,"Which career role or professional skill is best described as: 'Helps students choose courses, set academic goals, and navigate educational systems'?",Data Analyst,Project Management,Academic Counselor,Agile Coach,2
Career Questions,BSH,"Which career role or professional skill is best described as: 'Interpersonal attributes like communication, teamwork, and problem-solving needed for career success'?",Soft Skills,Project Management,Agile Coach,Data Analyst,0
Career Questions,BSH,Which career role or professional skill is best described as: 'The objective analysis and evaluation of an issue in order to form a judgment'?,Critical Thinking,Project Management,Agile Coach,Data Analyst,0
Career Questions,BSH,"Which career role or professional skill is best described as: 'The ability to understand, use, and manage your own emotions in positive ways'?",Data Analyst,Project Management,Emotional Intelligence (EQ),Agile Coach,2
Career Questions,BSH,"Which career role or professional skill is best described as: 'A detailed document highlighting professional and academic history, often used for academic or research roles'?",Data Analyst,Curriculum Vitae (CV),Project Management,Agile Coach,1
Career Questions,BSH,Which career role or professional skill is best described as: 'The exchange of information and ideas among people with a common profession or special interest'?,Networking,Agile Coach,Data Analyst,Project Management,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Technical Writer'?",Manages the financial accounts of a company,Writes fictional novels,"Creates instructional manuals, how-to guides, and articles to communicate complex information clearly",Repairs IT hardware,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Public Relations (PR) Specialist'?",Calculates structural loads for bridges,Designs computer algorithms,Performs chemical lab tests,Creates and maintains a favorable public image for the organization they represent,3
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Corporate Trainer'?",Manages the company's supply chain,Audits financial statements,Educates employees and helps them develop specific skills required for their roles,Writes code for mobile applications,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Research Scientist'?",Sells products to retail customers,Plans and carries out experiments and investigations to broaden scientific knowledge,Drafts legal contracts,Designs marketing logos,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Academic Counselor'?","Helps students choose courses, set academic goals, and navigate educational systems",Performs surgical procedures,Writes backend databases,Invests company funds in the stock market,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Soft Skills'?",Coding abilities in Python and C++,The physical strength required for a job,"Interpersonal attributes like communication, teamwork, and problem-solving needed for career success",Certifications in specific software tools,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Critical Thinking'?",Following instructions blindly without asking questions,Memorizing facts and figures for a test,Typing at a fast speed,The objective analysis and evaluation of an issue in order to form a judgment,3
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Emotional Intelligence (EQ)'?",A software used for human resources,A mathematical score measuring logic,"The ability to understand, use, and manage your own emotions in positive ways",The physical health of an employee,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Curriculum Vitae (CV)'?",An invoice for freelance work,"A brief, one-page summary used only for part-time retail jobs",A legal contract of employment,"A detailed document highlighting professional and academic history, often used for academic or research roles",3
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Networking'?",Installing physical cables between computers,Publishing an anonymous blog post,Working strictly in isolation,The exchange of information and ideas among people with a common profession or special interest,3
